1.0000, 1.5000, 2.0000, 2.5000, 3.0000, 3.5000, 4.0000, 4.5000, 5.0000, 5.5000, 6.0000, 6.5000
0.0520, 0.0940, 0.1650, 0.2450, 0.3270, 0.3670, 0.3780, 0.3610, 0.3370, 0.2880, 0.2010, 0.0768
0.4500, 0.5220, 0.5980, 0.6610, 0.7180, 0.7540, 0.7850, 0.8010, 0.8120, 0.8050, 0.7920, 0.7790
