NaN,1.96,2.06,2.16,2.26,2.36,2.46,2.56,2.66,2.76,2.86,2.96,3.06,3.16,3.26,3.36,3.46,3.56,3.66,3.76,3.86,3.96,4.06,4.16,4.26,4.36,4.46,4.56,4.66,4.76,4.86,4.96,5.06,5.16,5.26,5.36,5.46,5.56,5.66,5.76,5.86,5.87,5.96,6.06,6.16,6.26,6.36,6.46,6.56,6.66,6.76,6.86,6.96,7.06,7.56,8.06,8.56,9.06,9.56,10.06,10.56,11.06,11.56,12.06,12.56
-3.2,0.27272,0.27272,0.27272,0.27272,0.27272,0.27272,0.27344,0.27344,0.27272,0.27272,0.27344,0.27344,0.27344,0.27344,0.27344,0.27344,0.27344,0.27344,0.27344,0.27344,0.27344,0.27344,0.27344,0.27344,0.27344,0.27344,0.27344,0.27344,0.27344,0.27344,0.27344,0.27344,0.27344,0.27344,0.27344,0.27344,0.27344,0.27344,0.27344,0.27344,0.27344,0.27344,0.27344,0.28128,0.28891,0.29365,0.29839,0.30057,0.30275,0.30374,0.30429,0.30546,0.30767,0.32481,0.33339,0.29019,0.21848,0.15811,0.1159,0.08747,0.069925,0.058188,0.0493,0.043792
-3,0.28062,0.28062,0.28062,0.28062,0.28062,0.28062,0.28136,0.28136,0.28062,0.28062,0.28136,0.28136,0.28136,0.28136,0.28136,0.28136,0.28136,0.28136,0.28136,0.28136,0.28136,0.28136,0.28136,0.28136,0.28136,0.28136,0.28136,0.28136,0.28136,0.28136,0.28136,0.28136,0.28136,0.28136,0.28136,0.28136,0.28136,0.28136,0.28136,0.28136,0.28136,0.28136,0.28136,0.28943,0.29731,0.3025,0.30769,0.31009,0.31249,0.31323,0.31336,0.31389,0.31506,0.32983,0.34057,0.30201,0.23242,0.17134,0.12674,0.095563,0.075851,0.062711,0.053033,0.046933
-2.8,0.28772,0.28772,0.28772,0.28772,0.28772,0.28772,0.28846,0.28846,0.28772,0.28772,0.28846,0.28846,0.28846,0.28846,0.28846,0.28846,0.28846,0.28846,0.28846,0.28846,0.28846,0.28846,0.28846,0.28846,0.28846,0.28846,0.28846,0.28846,0.28846,0.28846,0.28846,0.28846,0.28846,0.28846,0.28846,0.28846,0.28846,0.28846,0.28846,0.28846,0.28846,0.28846,0.28846,0.29678,0.30495,0.3109,0.31686,0.31945,0.32204,0.32277,0.32279,0.3228,0.32281,0.33469,0.34586,0.31896,0.24564,0.18428,0.13792,0.10415,0.082105,0.067444,0.057016,0.05015
-2.6,0.29414,0.29414,0.29414,0.29414,0.29414,0.29414,0.29489,0.29489,0.29414,0.29414,0.29489,0.29489,0.29489,0.29489,0.29489,0.29489,0.29489,0.29489,0.29489,0.29489,0.29489,0.29489,0.29489,0.29489,0.29489,0.29489,0.29489,0.29489,0.29489,0.29489,0.29489,0.29489,0.29489,0.29489,0.29489,0.29489,0.29489,0.29489,0.29489,0.29489,0.29489,0.29489,0.29489,0.30346,0.3119,0.31823,0.32455,0.32777,0.33098,0.33202,0.33224,0.33192,0.33082,0.33962,0.35102,0.32625,0.25823,0.19678,0.14934,0.11322,0.088892,0.072651,0.061305,0.053487
-2.4,0.29976,0.29976,0.29976,0.29976,0.29976,0.29976,0.3005,0.3005,0.29976,0.29976,0.3005,0.3005,0.3005,0.3005,0.3005,0.3005,0.3005,0.3005,0.3005,0.3005,0.3005,0.3005,0.3005,0.3005,0.3005,0.3005,0.3005,0.3005,0.3005,0.3005,0.3005,0.3005,0.3005,0.3005,0.3005,0.3005,0.3005,0.3005,0.3005,0.3005,0.3005,0.3005,0.3005,0.30934,0.31806,0.32476,0.33145,0.33523,0.33901,0.34059,0.34134,0.34107,0.33939,0.34467,0.35583,0.33314,0.2702,0.20903,0.16024,0.12235,0.095827,0.077902,0.065706,0.056897
-2.2,0.30499,0.30499,0.30499,0.30499,0.30499,0.30499,0.30572,0.30572,0.30499,0.30499,0.30572,0.30572,0.30572,0.30572,0.30572,0.30572,0.30572,0.30572,0.30572,0.30572,0.30572,0.30572,0.30572,0.30572,0.30572,0.30572,0.30572,0.30572,0.30572,0.30572,0.30572,0.30572,0.30572,0.30572,0.30572,0.30572,0.30572,0.30572,0.30572,0.30572,0.30572,0.30572,0.30572,0.31456,0.32332,0.33044,0.33757,0.34181,0.34606,0.34833,0.34987,0.35,0.34823,0.3498,0.36034,0.33955,0.28147,0.2209,0.17147,0.13177,0.10304,0.083382,0.070146,0.060376
-2,0.30998,0.30998,0.30998,0.30998,0.30998,0.30998,0.3107,0.3107,0.30998,0.30998,0.3107,0.3107,0.3107,0.3107,0.3107,0.3107,0.3107,0.3107,0.3107,0.3107,0.3107,0.3107,0.3107,0.3107,0.3107,0.3107,0.3107,0.3107,0.3107,0.3107,0.3107,0.3107,0.3107,0.3107,0.3107,0.3107,0.3107,0.3107,0.3107,0.3107,0.3107,0.3107,0.3107,0.31946,0.32815,0.33545,0.34276,0.3475,0.35225,0.35533,0.35778,0.35853,0.35707,0.35512,0.3653,0.34576,0.29198,0.23231,0.18248,0.14131,0.11058,0.089128,0.074509,0.063889
-1.8,0.31468,0.31468,0.31468,0.31468,0.31468,0.31468,0.31538,0.31538,0.31468,0.31468,0.31538,0.31538,0.31538,0.31538,0.31538,0.31538,0.31538,0.31538,0.31538,0.31538,0.31538,0.31538,0.31538,0.31538,0.31538,0.31538,0.31538,0.31538,0.31538,0.31538,0.31538,0.31538,0.31538,0.31538,0.31538,0.31538,0.31538,0.31538,0.31538,0.31538,0.31538,0.31538,0.31538,0.32407,0.3327,0.34002,0.34734,0.3525,0.35765,0.36151,0.36488,0.36627,0.36516,0.36083,0.36946,0.35175,0.30176,0.24315,0.19317,0.15121,0.11865,0.095175,0.078839,0.067493
-1.6,0.31924,0.31924,0.31924,0.31924,0.31924,0.31924,0.31993,0.31993,0.31924,0.31924,0.31993,0.31993,0.31993,0.31993,0.31993,0.31993,0.31993,0.31993,0.31993,0.31993,0.31993,0.31993,0.31993,0.31993,0.31993,0.31993,0.31993,0.31993,0.31993,0.31993,0.31993,0.31993,0.31993,0.31993,0.31993,0.31993,0.31993,0.31993,0.31993,0.31993,0.31993,0.31993,0.31993,0.32847,0.33697,0.3443,0.35162,0.35729,0.36295,0.36716,0.37083,0.37272,0.37246,0.3669,0.37346,0.35724,0.31072,0.2535,0.20361,0.16069,0.12667,0.10163,0.083823,0.071465
-1.4,0.32372,0.32372,0.32372,0.32372,0.32372,0.32372,0.32439,0.32439,0.32372,0.32372,0.32439,0.32439,0.32439,0.32439,0.32439,0.32439,0.32439,0.32439,0.32439,0.32439,0.32439,0.32439,0.32439,0.32439,0.32439,0.32439,0.32439,0.32439,0.32439,0.32439,0.32439,0.32439,0.32439,0.32439,0.32439,0.32439,0.32439,0.32439,0.32439,0.32439,0.32439,0.32439,0.32439,0.33277,0.34111,0.34835,0.3556,0.36158,0.36757,0.37191,0.37563,0.37805,0.37901,0.37333,0.37735,0.36287,0.31944,0.26346,0.21368,0.1702,0.13491,0.10822,0.088671,0.075525
-1.2,0.32811,0.32811,0.32811,0.32811,0.32811,0.32811,0.32876,0.32876,0.32811,0.32811,0.32876,0.32876,0.32876,0.32876,0.32876,0.32876,0.32876,0.32876,0.32876,0.32876,0.32876,0.32876,0.32876,0.32876,0.32876,0.32876,0.32876,0.32876,0.32876,0.32876,0.32876,0.32876,0.32876,0.32876,0.32876,0.32876,0.32876,0.32876,0.32876,0.32876,0.32876,0.32876,0.32876,0.337,0.34519,0.35231,0.35944,0.36545,0.37145,0.37603,0.38007,0.38306,0.38502,0.37987,0.38111,0.36804,0.32737,0.27278,0.22338,0.1796,0.1432,0.11498,0.093802,0.079696
-1,0.33248,0.33248,0.33248,0.33248,0.33248,0.33248,0.33311,0.33311,0.33248,0.33248,0.33311,0.33311,0.33311,0.33311,0.33311,0.33311,0.33311,0.33311,0.33311,0.33311,0.33311,0.33311,0.33311,0.33311,0.33311,0.33311,0.33311,0.33311,0.33311,0.33311,0.33311,0.33311,0.33311,0.33311,0.33311,0.33311,0.33311,0.33311,0.33311,0.33311,0.33311,0.33311,0.33311,0.34117,0.34919,0.35622,0.36325,0.36921,0.37517,0.37997,0.38433,0.38771,0.39022,0.38652,0.38472,0.37486,0.33602,0.28148,0.23264,0.18881,0.1516,0.12203,0.099281,0.084018
