NaN,1.96,2.06,2.16,2.26,2.36,2.46,2.56,2.66,2.76,2.86,2.96,3.06,3.16,3.26,3.36,3.46,3.56,3.66,3.76,3.86,3.96,4.06,4.16,4.26,4.36,4.46,4.56,4.66,4.76,4.86,4.96,5.06,5.16,5.26,5.36,5.46,5.56,5.66,5.76,5.86,5.87,5.96,6.06,6.16,6.26,6.36,6.46,6.56,6.66,6.76,6.86,6.96,7.06,7.56,8.06,8.56,9.06,9.56,10.06,10.56,11.06,11.56,12.06,12.56
-1.2,0.99925,0.99925,0.99925,0.99925,0.99925,0.99925,0.99873,0.99873,0.99925,0.99925,0.99873,0.99873,0.99873,0.99873,0.99873,0.99873,0.99873,0.99873,0.99873,0.99873,0.99873,0.99873,0.99873,0.99873,0.99873,0.99873,0.99873,0.99873,0.99873,0.99873,0.99873,0.99873,0.99873,0.99873,0.99873,0.99873,0.99873,0.99873,0.99873,0.99873,0.99873,0.99873,0.99873,0.99119,0.98363,0.97641,0.96919,0.96289,0.9566,0.95083,0.94526,0.94001,0.93449,0.89251,0.8439,0.78477,0.70762,0.62614,0.55761,0.49802,0.44761,0.40653,0.37358,0.34543
-1,0.98587,0.98587,0.98587,0.98587,0.98587,0.98587,0.9854,0.9854,0.98587,0.98587,0.9854,0.9854,0.9854,0.9854,0.9854,0.9854,0.9854,0.9854,0.9854,0.9854,0.9854,0.9854,0.9854,0.9854,0.9854,0.9854,0.9854,0.9854,0.9854,0.9854,0.9854,0.9854,0.9854,0.9854,0.9854,0.9854,0.9854,0.9854,0.9854,0.9854,0.9854,0.9854,0.9854,0.97838,0.97132,0.96439,0.95746,0.95121,0.94497,0.93919,0.93359,0.9287,0.9241,0.88612,0.83863,0.78387,0.70935,0.62826,0.56053,0.50117,0.45042,0.40855,0.37458,0.34618
-0.8,0.97258,0.97258,0.97258,0.97258,0.97258,0.97258,0.97216,0.97216,0.97258,0.97258,0.97216,0.97216,0.97216,0.97216,0.97216,0.97216,0.97216,0.97216,0.97216,0.97216,0.97216,0.97216,0.97216,0.97216,0.97216,0.97216,0.97216,0.97216,0.97216,0.97216,0.97216,0.97216,0.97216,0.97216,0.97216,0.97216,0.97216,0.97216,0.97216,0.97216,0.97216,0.97216,0.97216,0.96567,0.95914,0.95258,0.94602,0.93995,0.93388,0.92807,0.92236,0.91763,0.9136,0.87948,0.83317,0.77944,0.70832,0.63002,0.56316,0.50413,0.45331,0.41085,0.37585,0.347
-0.6,0.95943,0.95943,0.95943,0.95943,0.95943,0.95943,0.95906,0.95906,0.95943,0.95943,0.95906,0.95906,0.95906,0.95906,0.95906,0.95906,0.95906,0.95906,0.95906,0.95906,0.95906,0.95906,0.95906,0.95906,0.95906,0.95906,0.95906,0.95906,0.95906,0.95906,0.95906,0.95906,0.95906,0.95906,0.95906,0.95906,0.95906,0.95906,0.95906,0.95906,0.95906,0.95906,0.95906,0.95315,0.94718,0.94098,0.93478,0.92895,0.92312,0.91739,0.9117,0.90702,0.9031,0.87237,0.82753,0.77686,0.70879,0.63137,0.56558,0.5069,0.456,0.41308,0.37736,0.34787
-0.4,0.94623,0.94623,0.94623,0.94623,0.94623,0.94623,0.94592,0.94592,0.94623,0.94623,0.94592,0.94592,0.94592,0.94592,0.94592,0.94592,0.94592,0.94592,0.94592,0.94592,0.94592,0.94592,0.94592,0.94592,0.94592,0.94592,0.94592,0.94592,0.94592,0.94592,0.94592,0.94592,0.94592,0.94592,0.94592,0.94592,0.94592,0.94592,0.94592,0.94592,0.94592,0.94592,0.94592,0.94067,0.93535,0.92957,0.92379,0.91823,0.91266,0.90721,0.90181,0.89723,0.89314,0.86492,0.82163,0.772,0.70719,0.63237,0.56773,0.50949,0.45872,0.4155,0.37906,0.34904
-0.2,0.93312,0.93312,0.93312,0.93312,0.93312,0.93312,0.93286,0.93286,0.93312,0.93312,0.93286,0.93286,0.93286,0.93286,0.93286,0.93286,0.93286,0.93286,0.93286,0.93286,0.93286,0.93286,0.93286,0.93286,0.93286,0.93286,0.93286,0.93286,0.93286,0.93286,0.93286,0.93286,0.93286,0.93286,0.93286,0.93286,0.93286,0.93286,0.93286,0.93286,0.93286,0.93286,0.93286,0.92822,0.92349,0.91825,0.913,0.90771,0.90243,0.89725,0.89212,0.88762,0.88339,0.85713,0.81544,0.76772,0.70532,0.633,0.56958,0.51191,0.46133,0.41792,0.38091,0.35016
0,0.92001,0.92001,0.92001,0.92001,0.92001,0.92001,0.91981,0.91981,0.92001,0.92001,0.91981,0.91981,0.91981,0.91981,0.91981,0.91981,0.91981,0.91981,0.91981,0.91981,0.91981,0.91981,0.91981,0.91981,0.91981,0.91981,0.91981,0.91981,0.91981,0.91981,0.91981,0.91981,0.91981,0.91981,0.91981,0.91981,0.91981,0.91981,0.91981,0.91981,0.91981,0.91981,0.91981,0.91583,0.91176,0.90705,0.90234,0.89736,0.89237,0.88732,0.88225,0.87775,0.87342,0.84906,0.80909,0.76265,0.70321,0.6333,0.57109,0.51404,0.46378,0.42035,0.38302,0.35138
0.2,0.9068,0.9068,0.9068,0.9068,0.9068,0.9068,0.90667,0.90667,0.9068,0.9068,0.90667,0.90667,0.90667,0.90667,0.90667,0.90667,0.90667,0.90667,0.90667,0.90667,0.90667,0.90667,0.90667,0.90667,0.90667,0.90667,0.90667,0.90667,0.90667,0.90667,0.90667,0.90667,0.90667,0.90667,0.90667,0.90667,0.90667,0.90667,0.90667,0.90667,0.90667,0.90667,0.90667,0.90337,0.89998,0.89583,0.89167,0.88693,0.88218,0.87724,0.87221,0.86769,0.86323,0.84058,0.80255,0.7574,0.70091,0.63325,0.57232,0.516,0.46609,0.42275,0.38536,0.3528
0.4,0.89354,0.89354,0.89354,0.89354,0.89354,0.89354,0.89347,0.89347,0.89354,0.89354,0.89347,0.89347,0.89347,0.89347,0.89347,0.89347,0.89347,0.89347,0.89347,0.89347,0.89347,0.89347,0.89347,0.89347,0.89347,0.89347,0.89347,0.89347,0.89347,0.89347,0.89347,0.89347,0.89347,0.89347,0.89347,0.89347,0.89347,0.89347,0.89347,0.89347,0.89347,0.89347,0.89347,0.89085,0.88811,0.88436,0.8806,0.87614,0.87168,0.86685,0.86188,0.85735,0.85277,0.83161,0.79581,0.75202,0.69849,0.63292,0.57325,0.51772,0.46821,0.42499,0.38752,0.3543
0.6,0.87952,0.87952,0.87952,0.87952,0.87952,0.87952,0.87949,0.87949,0.87952,0.87952,0.87949,0.87949,0.87949,0.87949,0.87949,0.87949,0.87949,0.87949,0.87949,0.87949,0.87949,0.87949,0.87949,0.87949,0.87949,0.87949,0.87949,0.87949,0.87949,0.87949,0.87949,0.87949,0.87949,0.87949,0.87949,0.87949,0.87949,0.87949,0.87949,0.87949,0.87949,0.87949,0.87949,0.87763,0.87563,0.87234,0.86904,0.86489,0.86075,0.8561,0.85127,0.84678,0.84216,0.82207,0.78888,0.74647,0.69637,0.63242,0.57384,0.51921,0.47017,0.42717,0.38981,0.35596
0.8,0.8646,0.8646,0.8646,0.8646,0.8646,0.8646,0.86463,0.86463,0.8646,0.8646,0.86463,0.86463,0.86463,0.86463,0.86463,0.86463,0.86463,0.86463,0.86463,0.86463,0.86463,0.86463,0.86463,0.86463,0.86463,0.86463,0.86463,0.86463,0.86463,0.86463,0.86463,0.86463,0.86463,0.86463,0.86463,0.86463,0.86463,0.86463,0.86463,0.86463,0.86463,0.86463,0.86463,0.8636,0.86242,0.85968,0.85694,0.85316,0.84938,0.84497,0.84033,0.836,0.83151,0.81201,0.7817,0.74081,0.69384,0.63164,0.57413,0.52047,0.47194,0.42922,0.39202,0.35768
1,0.84903,0.84903,0.84903,0.84903,0.84903,0.84903,0.84911,0.84911,0.84903,0.84903,0.84911,0.84911,0.84911,0.84911,0.84911,0.84911,0.84911,0.84911,0.84911,0.84911,0.84911,0.84911,0.84911,0.84911,0.84911,0.84911,0.84911,0.84911,0.84911,0.84911,0.84911,0.84911,0.84911,0.84911,0.84911,0.84911,0.84911,0.84911,0.84911,0.84911,0.84911,0.84911,0.84911,0.84883,0.84839,0.84627,0.84416,0.84084,0.83752,0.83343,0.82904,0.82492,0.82061,0.80163,0.77414,0.73493,0.69155,0.63073,0.57421,0.5215,0.47352,0.43112,0.39414,0.35946
1.2,0.83258,0.83258,0.83258,0.83258,0.83258,0.83258,0.83272,0.83272,0.83258,0.83258,0.83272,0.83272,0.83272,0.83272,0.83272,0.83272,0.83272,0.83272,0.83272,0.83272,0.83272,0.83272,0.83272,0.83272,0.83272,0.83272,0.83272,0.83272,0.83272,0.83272,0.83272,0.83272,0.83272,0.83272,0.83272,0.83272,0.83272,0.83272,0.83272,0.83272,0.83272,0.83272,0.83272,0.83325,0.83362,0.83219,0.83075,0.82794,0.82512,0.82143,0.81741,0.81357,0.80947,0.79095,0.76622,0.72944,0.6893,0.62955,0.57398,0.52224,0.4749,0.43288,0.39613,0.36138
1.4,0.81503,0.81503,0.81503,0.81503,0.81503,0.81503,0.81521,0.81521,0.81503,0.81503,0.81521,0.81521,0.81521,0.81521,0.81521,0.81521,0.81521,0.81521,0.81521,0.81521,0.81521,0.81521,0.81521,0.81521,0.81521,0.81521,0.81521,0.81521,0.81521,0.81521,0.81521,0.81521,0.81521,0.81521,0.81521,0.81521,0.81521,0.81521,0.81521,0.81521,0.81521,0.81521,0.81521,0.81652,0.81769,0.8172,0.8167,0.81442,0.81214,0.80892,0.80534,0.80183,0.79793,0.78002,0.75787,0.7227,0.68379,0.62732,0.57344,0.52278,0.47612,0.43448,0.39794,0.36322
1.6,0.79668,0.79668,0.79668,0.79668,0.79668,0.79668,0.7969,0.7969,0.79668,0.79668,0.7969,0.7969,0.7969,0.7969,0.7969,0.7969,0.7969,0.7969,0.7969,0.7969,0.7969,0.7969,0.7969,0.7969,0.7969,0.7969,0.7969,0.7969,0.7969,0.7969,0.7969,0.7969,0.7969,0.7969,0.7969,0.7969,0.7969,0.7969,0.7969,0.7969,0.7969,0.7969,0.7969,0.799,0.80098,0.80136,0.80174,0.80018,0.79862,0.79595,0.79288,0.78975,0.78613,0.76889,0.74911,0.71653,0.67895,0.62493,0.57271,0.52307,0.47714,0.43594,0.39965,0.365
1.8,0.7776,0.7776,0.7776,0.7776,0.7776,0.7776,0.77786,0.77786,0.7776,0.7776,0.77786,0.77786,0.77786,0.77786,0.77786,0.77786,0.77786,0.77786,0.77786,0.77786,0.77786,0.77786,0.77786,0.77786,0.77786,0.77786,0.77786,0.77786,0.77786,0.77786,0.77786,0.77786,0.77786,0.77786,0.77786,0.77786,0.77786,0.77786,0.77786,0.77786,0.77786,0.77786,0.77786,0.7807,0.78343,0.78474,0.78605,0.78528,0.7845,0.78247,0.77998,0.77731,0.77401,0.75763,0.7399,0.70964,0.67362,0.62245,0.57172,0.52316,0.47797,0.43725,0.40125,0.36676
2,0.75776,0.75776,0.75776,0.75776,0.75776,0.75776,0.75807,0.75807,0.75776,0.75776,0.75807,0.75807,0.75807,0.75807,0.75807,0.75807,0.75807,0.75807,0.75807,0.75807,0.75807,0.75807,0.75807,0.75807,0.75807,0.75807,0.75807,0.75807,0.75807,0.75807,0.75807,0.75807,0.75807,0.75807,0.75807,0.75807,0.75807,0.75807,0.75807,0.75807,0.75807,0.75807,0.75807,0.76159,0.76502,0.7672,0.76938,0.76949,0.76959,0.76832,0.76653,0.7644,0.76152,0.74631,0.73032,0.70239,0.66812,0.6198,0.57043,0.523,0.4786,0.43835,0.40268,0.3684
2.2,0.73717,0.73717,0.73717,0.73717,0.73717,0.73717,0.73754,0.73754,0.73717,0.73717,0.73754,0.73754,0.73754,0.73754,0.73754,0.73754,0.73754,0.73754,0.73754,0.73754,0.73754,0.73754,0.73754,0.73754,0.73754,0.73754,0.73754,0.73754,0.73754,0.73754,0.73754,0.73754,0.73754,0.73754,0.73754,0.73754,0.73754,0.73754,0.73754,0.73754,0.73754,0.73754,0.73754,0.74171,0.74581,0.74879,0.75177,0.75285,0.75393,0.7535,0.75251,0.75102,0.74864,0.73494,0.72038,0.69484,0.66245,0.61701,0.56901,0.52263,0.47901,0.43929,0.40398,0.36992
2.4,0.71593,0.71593,0.71593,0.71593,0.71593,0.71593,0.71636,0.71636,0.71593,0.71593,0.71636,0.71636,0.71636,0.71636,0.71636,0.71636,0.71636,0.71636,0.71636,0.71636,0.71636,0.71636,0.71636,0.71636,0.71636,0.71636,0.71636,0.71636,0.71636,0.71636,0.71636,0.71636,0.71636,0.71636,0.71636,0.71636,0.71636,0.71636,0.71636,0.71636,0.71636,0.71636,0.71636,0.72122,0.72602,0.72973,0.73343,0.73545,0.73748,0.73795,0.73785,0.73709,0.73531,0.72342,0.71012,0.68692,0.65651,0.61416,0.56732,0.52199,0.47923,0.44009,0.40517,0.37134
2.6,0.69396,0.69396,0.69396,0.69396,0.69396,0.69396,0.69443,0.69443,0.69396,0.69396,0.69443,0.69443,0.69443,0.69443,0.69443,0.69443,0.69443,0.69443,0.69443,0.69443,0.69443,0.69443,0.69443,0.69443,0.69443,0.69443,0.69443,0.69443,0.69443,0.69443,0.69443,0.69443,0.69443,0.69443,0.69443,0.69443,0.69443,0.69443,0.69443,0.69443,0.69443,0.69443,0.69443,0.70004,0.70559,0.71001,0.71443,0.71732,0.7202,0.72162,0.72247,0.72252,0.72146,0.71164,0.69965,0.67868,0.65033,0.61114,0.56548,0.52115,0.47925,0.44072,0.40624,0.37265
2.8,0.67134,0.67134,0.67134,0.67134,0.67134,0.67134,0.67186,0.67186,0.67134,0.67134,0.67186,0.67186,0.67186,0.67186,0.67186,0.67186,0.67186,0.67186,0.67186,0.67186,0.67186,0.67186,0.67186,0.67186,0.67186,0.67186,0.67186,0.67186,0.67186,0.67186,0.67186,0.67186,0.67186,0.67186,0.67186,0.67186,0.67186,0.67186,0.67186,0.67186,0.67186,0.67186,0.67186,0.67819,0.68446,0.68964,0.69481,0.69848,0.70215,0.7045,0.70636,0.70727,0.70702,0.6997,0.689,0.67018,0.64387,0.60807,0.56344,0.52009,0.47908,0.44119,0.40714,0.37381
3,0.64832,0.64832,0.64832,0.64832,0.64832,0.64832,0.64887,0.64887,0.64832,0.64832,0.64887,0.64887,0.64887,0.64887,0.64887,0.64887,0.64887,0.64887,0.64887,0.64887,0.64887,0.64887,0.64887,0.64887,0.64887,0.64887,0.64887,0.64887,0.64887,0.64887,0.64887,0.64887,0.64887,0.64887,0.64887,0.64887,0.64887,0.64887,0.64887,0.64887,0.64887,0.64887,0.64887,0.65581,0.66271,0.66859,0.67447,0.67892,0.68337,0.68663,0.68945,0.69123,0.69185,0.6875,0.67819,0.66138,0.63709,0.60745,0.56197,0.51886,0.47873,0.4415,0.40793,0.37488
