,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0
0.0,0.820707171778,0.813335284125,0.81141458184,0.811926792945,0.811680909102,0.811583821031,0.811567463531,0.81065364546,0.768326153273,0.808381698236,0.890632334592,0.941170227276,0.973268286871
0.5,0.789707171778,0.781335284125,0.78041458184,0.779926792945,0.779680909102,0.779883821031,0.779967463531,0.78005364546,0.741026153273,0.771881698236,0.856332334592,0.907470227276,0.941868286871
1.0,0.756707171778,0.749335284125,0.74741458184,0.746926792945,0.747280909102,0.747283821031,0.747367463531,0.74735364546,0.713526153273,0.732481698236,0.816432334592,0.866670227276,0.901268286871
1.5,0.723707171778,0.716335284125,0.71441458184,0.713926792945,0.713880909102,0.713983821031,0.714067463531,0.71415364546,0.685526153273,0.691381698236,0.772232334592,0.819770227276,0.851668286871
2.0,0.689707171778,0.682335284125,0.68041458184,0.679926792945,0.680280909102,0.680283821031,0.680267463531,0.68045364546,0.657326153273,0.649381698236,0.725632334592,0.768470227276,0.795668286871
2.5,0.655707171778,0.648335284125,0.64741458184,0.646726792945,0.646680909102,0.646583821031,0.646667463531,0.64665364546,0.629026153273,0.607981698236,0.678432334592,0.715370227276,0.736768286871
3.0,0.621707171778,0.615335284125,0.61341458184,0.613026792945,0.612880909102,0.612883821031,0.612867463531,0.61295364546,0.600526153273,0.579181698236,0.632532334592,0.662970227276,0.678368286871
3.5,0.586707171778,0.581335284125,0.57941458184,0.579526792945,0.579480909102,0.579483821031,0.579467463531,0.57935364546,0.572026153273,0.553481698236,0.588732334592,0.613170227276,0.622768286871
4.0,0.552707171778,0.548335284125,0.54641458184,0.546526792945,0.546280909102,0.546383821031,0.546367463531,0.54645364546,0.542726153273,0.528081698236,0.548132334592,0.567070227276,0.571768286871
4.5,0.519707171778,0.515335284125,0.51441458184,0.514226792945,0.514180909102,0.514083821031,0.514067463531,0.51405364546,0.513126153273,0.502381698236,0.510832334592,0.525170227276,0.525968286871
5.0,0.487707171778,0.484335284125,0.48321458184,0.483126792945,0.482880909102,0.482883821031,0.482967463531,0.48295364546,0.482826153273,0.476181698236,0.476632334592,0.487670227276,0.485368286871
